scenario,gauge,pu,State,SWSDLName,ewr,startDate,endDate,interEventLength
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1906-08-18,1906-08-18,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-05-06,1908-05-30,25
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-06-09,1908-06-10,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-06-15,1908-07-10,26
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-07-12,1908-07-12,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-07-22,1908-07-22,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-07-24,1908-07-25,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-07-30,1908-07-30,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-10-12,1908-10-13,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-10-16,1908-10-18,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1908-10-21,1908-10-26,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1910-11-11,1910-11-11,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-04-23,1911-04-26,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-05-16,1911-06-23,39
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-07-13,1911-07-20,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-08-24,1911-08-26,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-09-20,1911-09-22,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-09-26,1911-10-10,15
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1911-10-21,1911-10-22,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1912-01-10,1912-01-12,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1912-04-10,1912-06-10,62
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1912-12-03,1912-12-08,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1912-12-11,1912-12-14,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1913-01-10,1913-01-10,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1913-05-01,1913-05-13,13
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1914-01-18,1914-01-20,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1914-04-23,1914-04-28,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1914-05-13,1914-05-15,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1914-09-21,1914-09-27,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-03-04,1915-03-06,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-03-08,1915-03-16,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-03-18,1915-04-23,37
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-04-25,1915-05-05,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-06-02,1915-06-09,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-06-12,1915-08-02,52
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-08-17,1915-08-25,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1915-08-28,1915-12-16,111
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1916-03-11,1916-03-13,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1916-03-16,1916-03-21,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1919-07-09,1919-09-30,84
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1919-10-11,1919-11-16,37
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1919-11-18,1919-12-02,15
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1919-12-04,1919-12-31,28
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-02-12,1920-02-24,13
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-03-01,1920-03-03,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-03-05,1920-03-30,26
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-04-01,1920-04-07,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-04-11,1920-04-19,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-04-24,1920-05-03,10
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-05-09,1920-05-10,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-05-12,1920-05-15,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1920-05-21,1920-06-12,23
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1923-09-10,1923-09-19,10
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1923-10-14,1923-10-15,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1923-10-22,1923-10-27,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1924-04-30,1924-04-30,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1924-05-08,1924-05-09,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1924-05-18,1924-06-12,26
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-05-16,1926-05-24,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-06-05,1926-06-07,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-09-21,1926-09-27,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-09-30,1926-09-30,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-10-08,1926-10-12,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-10-19,1926-10-20,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-11-04,1926-11-13,10
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-12-03,1926-12-07,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-12-09,1926-12-16,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1926-12-18,1926-12-19,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1927-09-20,1927-09-20,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1927-11-10,1927-11-13,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1930-05-06,1930-05-08,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1932-07-31,1932-08-01,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1932-08-09,1932-08-13,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1935-08-12,1935-08-29,18
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1935-09-01,1935-09-11,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1935-09-22,1935-09-26,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1936-05-01,1936-05-14,14
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1936-05-17,1936-06-12,27
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1936-06-14,1936-07-03,20
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1936-12-04,1936-12-04,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1937-10-12,1937-10-15,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1938-10-29,1938-10-31,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1938-11-11,1938-11-11,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1939-02-28,1939-02-28,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1939-03-02,1939-03-07,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1939-05-30,1939-05-30,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1939-06-08,1939-06-15,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1939-11-01,1939-11-01,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1940-01-29,1940-01-30,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1940-04-29,1940-05-11,13
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1940-05-14,1940-09-22,132
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1940-09-24,1940-09-30,7
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1940-10-14,1940-10-16,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1941-10-18,1941-10-18,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1941-10-31,1941-10-31,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1941-12-04,1941-12-05,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1941-12-19,1941-12-29,11
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1943-07-25,1943-07-27,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1943-08-13,1943-08-16,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1944-11-01,1944-11-02,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1953-10-20,1953-10-23,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1958-08-29,1958-09-06,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1961-05-16,1961-05-29,14
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1961-05-31,1961-06-09,10
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1961-06-24,1961-07-23,30
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1961-10-09,1961-10-10,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1961-11-12,1961-11-16,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1965-06-27,1965-06-28,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1965-10-14,1965-12-01,49
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1966-08-16,1966-08-18,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1970-08-20,1970-09-04,16
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1970-09-12,1970-09-13,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-03-14,1980-03-14,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-04-22,1980-05-09,18
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-09-14,1980-09-18,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-09-23,1980-09-30,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-10-08,1980-10-09,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-10-21,1980-10-23,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-10-29,1980-11-06,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-11-18,1980-11-29,12
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1980-12-14,1980-12-25,12
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1981-01-09,1981-01-27,19
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1981-02-02,1981-02-02,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1981-02-05,1981-02-06,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1981-03-08,1981-03-15,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1981-03-21,1981-03-24,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1983-02-09,1983-02-09,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1983-04-09,1983-04-09,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1983-04-17,1983-04-17,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1986-05-04,1986-05-07,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1986-06-01,1986-06-01,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1986-06-06,1986-06-06,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1986-06-08,1986-06-08,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1986-06-12,1986-06-19,8
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1986-06-24,1986-06-29,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1993-08-25,1993-09-02,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-01-23,1994-01-27,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-02-05,1994-02-05,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-08-27,1994-08-31,5
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-10-22,1994-10-24,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-10-27,1994-11-09,14
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-11-11,1994-11-11,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-11-17,1994-11-18,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1994-12-09,1994-12-17,9
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1995-10-11,1995-10-11,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,1995-10-18,1995-10-18,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2002-03-02,2002-03-02,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2003-09-06,2003-09-11,6
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2003-09-25,2003-09-25,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2004-06-23,2004-06-23,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2004-07-31,2004-08-02,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2004-09-29,2004-10-01,3
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2004-10-04,2004-10-15,12
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2004-10-23,2004-10-26,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2004-10-28,2004-10-31,4
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-05-01,2005-05-01,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-06-02,2005-06-02,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-06-05,2005-06-06,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-06-10,2005-06-10,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-06-12,2005-06-13,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-08-27,2005-08-27,1
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2005-10-27,2005-10-28,2
CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,DR-VLF,2006-05-13,2006-05-14,2
